City,Date,Season,Team1,Team2,Venue,TossWinner,TossDecision,WinningTeam,method,Umpire1,Umpire2,players_team1,players_team2,Total_Team1_Performance_score,Total_Team2_Performance_score
Chennai,2019-04-26,2019,Mumbai Indians,Chennai Super Kings,MA Chidambaram Stadium,Chennai Super Kings,field,Mumbai Indians,,AK Chaudhary,NJ Llong,"['Quinton De Kock', 'Rohit Sharma', 'Evin Lewis', 'Suryakumar Yadav', 'Hardik Pandya', 'Kieron Pollard', 'Anukul Roy', 'Krunal Pandya', 'Rahul Chahar', 'Jasprit Bumrah', 'Lasith Malinga']","['Shane Watson', 'Murali Vijay', 'Suresh Raina', 'Ambati Rayudu', 'Kedar Jadhav', 'Dhruv Shorey', 'Dwayne Bravo', 'Mitchell Santner', 'Deepak Chahar', 'Harbhajan Singh', 'Imran Tahir']",3.0712908833074453,2.362785727519792
Jaipur,2019-04-27,2019,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,Rajasthan Royals,,A Nand Kishore,YC Barde,"['David Warner', 'Kane Williamson', 'Manish Pandey', 'Vijay Shankar', 'Shakib Al Hasan', 'Wriddhiman Saha', 'Deepak Hooda', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Khaleel Ahmed', 'Siddarth Kaul']","['Ajinkya Rahane', 'Sanju Samson', 'Steve Smith', 'Liam Livingstone', 'Ashton Turner', 'Riyan Parag', 'Stuart Binny', 'Shreyas Gopal', 'Jaydev Unadkat', 'Varun Aaron', 'Oshane Thomas']",2.936132876687595,2.095516040554815
Kolkata,2019-04-28,2019,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,field,Kolkata Knight Riders,,IJ Gould,Nitin Menon,"['Chris Lynn', 'Sunil Narine', 'Robin Uthappa', 'Shubman Gill', 'Nitish Rana', 'Dinesh Karthik', 'Rinku Singh', 'Andre Russell', 'Piyush Chawla', 'Harry Gurney', 'Sandeep Warrier']","['Rohit Sharma', 'Quinton De Kock', 'Evin Lewis', 'Suryakumar Yadav', 'Krunal Pandya', 'Hardik Pandya', 'Kieron Pollard', 'Rahul Chahar', 'Barinder Sran', 'Lasith Malinga', 'Jasprit Bumrah']",2.641063254864006,3.0871282445548394
Delhi,2019-04-28,2019,Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,Delhi Capitals,bat,Delhi Capitals,,BNJ Oxenford,KN Ananthapadmanabhan,"['Prithvi Shaw', 'Shikhar Dhawan', 'Shreyas Iyer', 'Rishabh Pant', 'Colin Ingram', 'Sherfane Rutherford', 'Axar Patel', 'Amit Mishra', 'Kagiso Rabada', 'Ishant Sharma', 'Sandeep Lamichhane']","['Parthiv Patel', 'Virat Kohli', 'Ab De Villiers', 'Marcus Stoinis', 'Heinrich Klaasen', 'Gurkeerat Mann Singh', 'Shivam Dube', 'Washington Sundar', 'Umesh Yadav', 'Navdeep Saini', 'Yuzvendra Chahal']",3.0541186636899624,2.363489992256676
Hyderabad,2019-04-29,2019,Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi International Stadium,Kings XI Punjab,field,Sunrisers Hyderabad,,CK Nandan,S Ravi,"['David Warner', 'Kane Williamson', 'Manish Pandey', 'Vijay Shankar', 'Mohammad Nabi', 'Wriddhiman Saha', 'Abhishek Sharma', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Khaleel Ahmed', 'Sandeep Sharma']","['Kl Rahul', 'Chris Gayle', 'Mayank Agarwal', 'David Miller', 'Nicholas Pooran', 'Prabhsimran Singh', 'Ravichandran Ashwin', 'Mujeeb Ur Rahman', 'Mohammad Shami', 'Murugan Ashwin', 'Arshdeep Singh']",2.916357478889399,2.301976994188331
Bengaluru,2019-04-30,2019,Royal Challengers Bangalore,Rajasthan Royals,M.Chinnaswamy Stadium,Rajasthan Royals,field,,,NJ Llong,UV Gandhe,"['Parthiv Patel', 'Virat Kohli', 'Heinrich Klaasen', 'Gurkeerat Mann Singh', 'Ab De Villiers', 'Marcus Stoinis', 'Pawan Negi', 'Umesh Yadav', 'Navdeep Saini', 'Yuzvendra Chahal', 'Kulwant Khejroliya']","['Ajinkya Rahane', 'Liam Livingstone', 'Sanju Samson', 'Steve Smith', 'Riyan Parag', 'Stuart Binny', 'Mahipal Lomror', 'Shreyas Gopal', 'Jaydev Unadkat', 'Varun Aaron', 'Oshane Thomas']",2.3775835675801837,2.14545532707948
Chennai,2019-05-01,2019,Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,Delhi Capitals,field,Chennai Super Kings,,AY Dandekar,Nitin Menon,"['Shane Watson', 'Faf Du Plessis', 'Suresh Raina', 'Ambati Rayudu', 'Kedar Jadhav', 'Ms Dhoni', 'Dwayne Bravo', 'Ravindra Jadeja', 'Deepak Chahar', 'Harbhajan Singh', 'Imran Tahir']","['Prithvi Shaw', 'Shikhar Dhawan', 'Shreyas Iyer', 'Rishabh Pant', 'Colin Ingram', 'Sherfane Rutherford', 'Axar Patel', 'Chris Morris', 'Amit Mishra', 'Jagadeesha Suchith', 'Trent Boult']",3.0734850696465723,2.8477170575826345
Mumbai,2019-05-02,2019,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai Indians,bat,Mumbai Indians,,CK Nandan,S Ravi,"['Quinton De Kock', 'Rohit Sharma', 'Evin Lewis', 'Suryakumar Yadav', 'Kieron Pollard', 'Hardik Pandya', 'Krunal Pandya', 'Barinder Sran', 'Rahul Chahar', 'Lasith Malinga', 'Jasprit Bumrah']","['Martin Guptill', 'Wriddhiman Saha', 'Manish Pandey', 'Kane Williamson', 'Mohammad Nabi', 'Vijay Shankar', 'Abhishek Sharma', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Khaleel Ahmed', 'Basil Thampi']",3.08712824455484,2.2973066339661314
Chandigarh,2019-05-03,2019,Kings XI Punjab,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,,BNJ Oxenford,C Shamshuddin,"['Kl Rahul', 'Chris Gayle', 'Mayank Agarwal', 'Nicholas Pooran', 'Mandeep Singh', 'Sam Curran', 'Ravichandran Ashwin', 'Andrew Tye', 'Murugan Ashwin', 'Mohammad Shami', 'Arshdeep Singh']","['Shubman Gill', 'Chris Lynn', 'Dinesh Karthik', 'Andre Russell', 'Sunil Narine', 'Robin Uthappa', 'Nitish Rana', 'Rinku Singh', 'Piyush Chawla', 'Sandeep Warrier', 'Harry Gurney']",2.3954296449899735,2.6410632548640054
Delhi,2019-05-04,2019,Rajasthan Royals,Delhi Capitals,Arun Jaitley Stadium,Rajasthan Royals,bat,Delhi Capitals,,AY Dandekar,IJ Gould,"['Ajinkya Rahane', 'Liam Livingstone', 'Sanju Samson', 'Mahipal Lomror', 'Riyan Parag', 'Stuart Binny', 'Krishnappa Gowtham', 'Shreyas Gopal', 'Ish Sodhi', 'Varun Aaron', 'Oshane Thomas']","['Prithvi Shaw', 'Shikhar Dhawan', 'Shreyas Iyer', 'Rishabh Pant', 'Colin Ingram', 'Sherfane Rutherford', 'Keemo Paul', 'Axar Patel', 'Amit Mishra', 'Ishant Sharma', 'Trent Boult']",2.036972164385714,2.8827699941008693
Bengaluru,2019-05-04,2019,Sunrisers Hyderabad,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,AK Chaudhary,NJ Llong,"['Martin Guptill', 'Wriddhiman Saha', 'Manish Pandey', 'Kane Williamson', 'Vijay Shankar', 'Yusuf Pathan', 'Mohammad Nabi', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Khaleel Ahmed', 'Basil Thampi']","['Parthiv Patel', 'Virat Kohli', 'Ab De Villiers', 'Shimron Hetmyer', 'Gurkeerat Mann Singh', 'Washington Sundar', 'Colin De Grandhomme', 'Umesh Yadav', 'Navdeep Saini', 'Yuzvendra Chahal', 'Kulwant Khejroliya']",2.44094406415017,2.391068762244442
Chandigarh,2019-05-05,2019,Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,field,Kings XI Punjab,,C Shamshuddin,KN Ananthapadmanabhan,"['Faf Du Plessis', 'Shane Watson', 'Suresh Raina', 'Ms Dhoni', 'Ravindra Jadeja', 'Ambati Rayudu', 'Kedar Jadhav', 'Dwayne Bravo', 'Deepak Chahar', 'Harbhajan Singh', 'Imran Tahir']","['Kl Rahul', 'Chris Gayle', 'Mayank Agarwal', 'Nicholas Pooran', 'Mandeep Singh', 'Sam Curran', 'Harpreet Brar', 'Ravichandran Ashwin', 'Andrew Tye', 'Murugan Ashwin', 'Mohammad Shami']",3.0734850696465723,2.3618270313420577
Mumbai,2019-05-05,2019,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,Mumbai Indians,,A Nand Kishore,CK Nandan,"['Shubman Gill', 'Chris Lynn', 'Nitish Rana', 'Dinesh Karthik', 'Andre Russell', 'Robin Uthappa', 'Rinku Singh', 'Prasidh Krishna', 'Sunil Narine', 'Sandeep Warrier', 'Harry Gurney']","['Quinton De Kock', 'Rohit Sharma', 'Ishan Kishan', 'Suryakumar Yadav', 'Kieron Pollard', 'Hardik Pandya', 'Krunal Pandya', 'Mitchell Mcclenaghan', 'Rahul Chahar', 'Lasith Malinga', 'Jasprit Bumrah']",2.495084823400701,3.07829390461341
Chennai,2019-05-07,2019,Chennai Super Kings,Mumbai Indians,MA Chidambaram Stadium,Chennai Super Kings,bat,Mumbai Indians,,NJ Llong,Nitin Menon,"['Faf Du Plessis', 'Shane Watson', 'Suresh Raina', 'Murali Vijay', 'Ms Dhoni', 'Ambati Rayudu', 'Ravindra Jadeja', 'Dwayne Bravo', 'Deepak Chahar', 'Harbhajan Singh', 'Imran Tahir']","['Quinton De Kock', 'Rohit Sharma', 'Ishan Kishan', 'Suryakumar Yadav', 'Kieron Pollard', 'Hardik Pandya', 'Krunal Pandya', 'Jayant Yadav', 'Rahul Chahar', 'Lasith Malinga', 'Jasprit Bumrah']",3.137240112380366,3.0926401638789445
Visakhapatnam,2019-05-08,2019,Sunrisers Hyderabad,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,field,Delhi Capitals,,BNJ Oxenford,S Ravi,"['Wriddhiman Saha', 'Martin Guptill', 'Manish Pandey', 'Kane Williamson', 'Vijay Shankar', 'Deepak Hooda', 'Mohammad Nabi', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Khaleel Ahmed', 'Basil Thampi']","['Prithvi Shaw', 'Shikhar Dhawan', 'Shreyas Iyer', 'Rishabh Pant', 'Colin Munro', 'Sherfane Rutherford', 'Axar Patel', 'Keemo Paul', 'Amit Mishra', 'Ishant Sharma', 'Trent Boult']",2.3270369169004725,2.8025375247506568
Visakhapatnam,2019-05-10,2019,Delhi Capitals,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,field,Chennai Super Kings,,BNJ Oxenford,S Ravi,"['Prithvi Shaw', 'Shikhar Dhawan', 'Shreyas Iyer', 'Rishabh Pant', 'Colin Munro', 'Sherfane Rutherford', 'Axar Patel', 'Keemo Paul', 'Amit Mishra', 'Ishant Sharma', 'Trent Boult']","['Faf Du Plessis', 'Shane Watson', 'Suresh Raina', 'Ambati Rayudu', 'Ms Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Deepak Chahar', 'Shardul Thakur', 'Harbhajan Singh', 'Imran Tahir']",2.8025375247506568,3.0432947214010038
Hyderabad,2019-05-12,2019,Mumbai Indians,Chennai Super Kings,Rajiv Gandhi International Stadium,Mumbai Indians,bat,Mumbai Indians,,IJ Gould,Nitin Menon,"['Quinton De Kock', 'Rohit Sharma', 'Suryakumar Yadav', 'Ishan Kishan', 'Hardik Pandya', 'Kieron Pollard', 'Krunal Pandya', 'Mitchell Mcclenaghan', 'Rahul Chahar', 'Lasith Malinga', 'Jasprit Bumrah']","['Faf Du Plessis', 'Shane Watson', 'Suresh Raina', 'Ambati Rayudu', 'Ms Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Deepak Chahar', 'Shardul Thakur', 'Harbhajan Singh', 'Imran Tahir']",3.07829390461341,3.0432947214010038
Abu Dhabi,2020-09-19,2020,Mumbai Indians,Chennai Super Kings,Sheikh Zayed Stadium,Chennai Super Kings,field,Chennai Super Kings,,CB Gaffaney,VK Sharma,"['Quinton De Kock', 'Rohit Sharma', 'Suryakumar Yadav', 'Saurabh Tiwary', 'Krunal Pandya', 'Hardik Pandya', 'Kieron Pollard', 'James Pattinson', 'Rahul Chahar', 'Trent Boult', 'Jasprit Bumrah']","['Murali Vijay', 'Shane Watson', 'Faf Du Plessis', 'Ambati Rayudu', 'Kedar Jadhav', 'Ms Dhoni', 'Ravindra Jadeja', 'Sam Curran', 'Deepak Chahar', 'Piyush Chawla', 'Lungi Ngidi']",3.131608234712154,3.048783396833457
,2020-09-20,2020,Delhi Capitals,Kings XI Punjab,Dubai International Cricket Stadium,Kings XI Punjab,field,Delhi Capitals,,AK Chaudhary,Nitin Menon,"['Prithvi Shaw', 'Shikhar Dhawan', 'Shreyas Iyer', 'Rishabh Pant', 'Shimron Hetmyer', 'Marcus Stoinis', 'Axar Patel', 'Ravichandran Ashwin', 'Mohit Sharma', 'Anrich Nortje', 'Kagiso Rabada']","['Kl Rahul', 'Mayank Agarwal', 'Karun Nair', 'Nicholas Pooran', 'Sarfaraz Khan', 'Glenn Maxwell', 'Chris Jordan', 'Krishnappa Gowtham', 'Sheldon Cottrell', 'Mohammad Shami', 'Ravi Bishnoi']",3.237351565022328,2.3181672387696044
,2020-09-21,2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Dubai International Cricket Stadium,Sunrisers Hyderabad,field,Royal Challengers Bangalore,,AY Dandekar,Nitin Menon,"['Aaron Finch', 'Devdutt Padikkal', 'Virat Kohli', 'Ab De Villiers', 'Josh Philippe', 'Washington Sundar', 'Shivam Dube', 'Navdeep Saini', 'Umesh Yadav', 'Dale Steyn', 'Yuzvendra Chahal']","['David Warner', 'Jonny Bairstow', 'Manish Pandey', 'Priyam Garg', 'Vijay Shankar', 'Abhishek Sharma', 'Mitchell Marsh', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Sandeep Sharma', 'T Natarajan']",2.7993130785523808,2.786335772343502
,2020-09-22,2020,Rajasthan Royals,Chennai Super Kings,Sharjah Cricket Stadium,Chennai Super Kings,field,Rajasthan Royals,,C Shamshuddin,VA Kulkarni,"['Robin Uthappa', 'Yashasvi Jaiswal', 'Sanju Samson', 'Steve Smith', 'David Miller', 'Riyan Parag', 'Shreyas Gopal', 'Tom Curran', 'Jofra Archer', 'Rahul Tewatia', 'Jaydev Unadkat']","['Shane Watson', 'Murali Vijay', 'Faf Du Plessis', 'Ruturaj Gaikwad', 'Kedar Jadhav', 'Ms Dhoni', 'Ravindra Jadeja', 'Sam Curran', 'Deepak Chahar', 'Piyush Chawla', 'Lungi Ngidi']",2.492630002463513,2.9277889394460432
Abu Dhabi,2020-09-23,2020,Mumbai Indians,Kolkata Knight Riders,Sheikh Zayed Stadium,Kolkata Knight Riders,field,Mumbai Indians,,CB Gaffaney,S Ravi,"['Rohit Sharma', 'Quinton De Kock', 'Suryakumar Yadav', 'Saurabh Tiwary', 'Hardik Pandya', 'Kieron Pollard', 'Krunal Pandya', 'James Pattinson', 'Rahul Chahar', 'Trent Boult', 'Jasprit Bumrah']","['Sunil Narine', 'Shubman Gill', 'Nitish Rana', 'Eoin Morgan', 'Andre Russell', 'Dinesh Karthik', 'Nikhil Naik', 'Pat Cummins', 'Kuldeep Yadav', 'Sandeep Warrier', 'Shivam Mavi']",3.1316082347121537,2.2270673460836354
,2020-09-24,2020,Kings XI Punjab,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,field,Kings XI Punjab,,AK Chaudhary,PR Reiffel,"['Kl Rahul', 'Mayank Agarwal', 'Karun Nair', 'Nicholas Pooran', 'Sarfaraz Khan', 'Glenn Maxwell', 'Jimmy Neesham', 'Mohammad Shami', 'Sheldon Cottrell', 'Murugan Ashwin', 'Ravi Bishnoi']","['Aaron Finch', 'Devdutt Padikkal', 'Virat Kohli', 'Ab De Villiers', 'Josh Philippe', 'Washington Sundar', 'Shivam Dube', 'Navdeep Saini', 'Umesh Yadav', 'Dale Steyn', 'Yuzvendra Chahal']",2.261817887291135,2.7993130785523808
,2020-09-25,2020,Delhi Capitals,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,field,Delhi Capitals,,KN Ananthapadmanabhan,RK Illingworth,"['Prithvi Shaw', 'Shikhar Dhawan', 'Shimron Hetmyer', 'Shreyas Iyer', 'Rishabh Pant', 'Marcus Stoinis', 'Axar Patel', 'Amit Mishra', 'Avesh Khan', 'Anrich Nortje', 'Kagiso Rabada']","['Shane Watson', 'Murali Vijay', 'Faf Du Plessis', 'Sam Curran', 'Ruturaj Gaikwad', 'Kedar Jadhav', 'Ms Dhoni', 'Ravindra Jadeja', 'Piyush Chawla', 'Deepak Chahar', 'Josh Hazlewood']",3.150162707194932,2.6671912966530766
Abu Dhabi,2020-09-26,2020,Sunrisers Hyderabad,Kolkata Knight Riders,Sheikh Zayed Stadium,Sunrisers Hyderabad,bat,Kolkata Knight Riders,,CB Gaffaney,VK Sharma,"['David Warner', 'Jonny Bairstow', 'Manish Pandey', 'Priyam Garg', 'Wriddhiman Saha', 'Mohammad Nabi', 'Abhishek Sharma', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Khaleel Ahmed', 'T Natarajan']","['Shubman Gill', 'Sunil Narine', 'Nitish Rana', 'Dinesh Karthik', 'Eoin Morgan', 'Andre Russell', 'Pat Cummins', 'Shivam Mavi', 'Kuldeep Yadav', 'Kamlesh Nagarkoti', 'Varun Chakaravarthy']",2.8137628346951695,2.4529032154046626
,2020-09-27,2020,Kings XI Punjab,Rajasthan Royals,Sharjah Cricket Stadium,Rajasthan Royals,field,Rajasthan Royals,,RK Illingworth,K Srinivasan,"['Kl Rahul', 'Mayank Agarwal', 'Karun Nair', 'Nicholas Pooran', 'Sarfaraz Khan', 'Glenn Maxwell', 'Jimmy Neesham', 'Murugan Ashwin', 'Sheldon Cottrell', 'Mohammad Shami', 'Ravi Bishnoi']","['Steve Smith', 'Jos Buttler', 'Sanju Samson', 'Robin Uthappa', 'Riyan Parag', 'Tom Curran', 'Rahul Tewatia', 'Shreyas Gopal', 'Jofra Archer', 'Ankit Rajpoot', 'Jaydev Unadkat']",2.261817887291135,2.5765985083289094
,2020-09-28,2020,Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,Mumbai Indians,field,Royal Challengers Bangalore,,Nitin Menon,PR Reiffel,"['Devdutt Padikkal', 'Aaron Finch', 'Virat Kohli', 'Ab De Villiers', 'Gurkeerat Mann Singh', 'Washington Sundar', 'Shivam Dube', 'Isuru Udana', 'Navdeep Saini', 'Adam Zampa', 'Yuzvendra Chahal']","['Quinton De Kock', 'Rohit Sharma', 'Suryakumar Yadav', 'Ishan Kishan', 'Hardik Pandya', 'Kieron Pollard', 'Krunal Pandya', 'James Pattinson', 'Rahul Chahar', 'Trent Boult', 'Jasprit Bumrah']",2.7103989130649593,3.2272303772438384
Abu Dhabi,2020-09-29,2020,Sunrisers Hyderabad,Delhi Capitals,Sheikh Zayed Stadium,Delhi Capitals,field,Sunrisers Hyderabad,,VK Sharma,S Ravi,"['David Warner', 'Jonny Bairstow', 'Manish Pandey', 'Kane Williamson', 'Abdul Samad', 'Priyam Garg', 'Abhishek Sharma', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Khaleel Ahmed', 'T Natarajan']","['Prithvi Shaw', 'Shikhar Dhawan', 'Rishabh Pant', 'Shreyas Iyer', 'Marcus Stoinis', 'Shimron Hetmyer', 'Axar Patel', 'Amit Mishra', 'Ishant Sharma', 'Anrich Nortje', 'Kagiso Rabada']",2.9069988638635484,3.2560835483287245
,2020-09-30,2020,Kolkata Knight Riders,Rajasthan Royals,Dubai International Cricket Stadium,Rajasthan Royals,field,Kolkata Knight Riders,,KN Ananthapadmanabhan,C Shamshuddin,"['Shubman Gill', 'Sunil Narine', 'Nitish Rana', 'Dinesh Karthik', 'Eoin Morgan', 'Andre Russell', 'Pat Cummins', 'Shivam Mavi', 'Kuldeep Yadav', 'Kamlesh Nagarkoti', 'Varun Chakaravarthy']","['Steve Smith', 'Jos Buttler', 'Sanju Samson', 'Robin Uthappa', 'Rahul Tewatia', 'Riyan Parag', 'Tom Curran', 'Shreyas Gopal', 'Jofra Archer', 'Ankit Rajpoot', 'Jaydev Unadkat']",2.4529032154046626,2.576598508328909
Abu Dhabi,2020-10-01,2020,Mumbai Indians,Kings XI Punjab,Sheikh Zayed Stadium,Kings XI Punjab,field,Mumbai Indians,,VK Sharma,S Ravi,"['Rohit Sharma', 'Quinton De Kock', 'Suryakumar Yadav', 'Ishan Kishan', 'Hardik Pandya', 'Kieron Pollard', 'Krunal Pandya', 'James Pattinson', 'Rahul Chahar', 'Trent Boult', 'Jasprit Bumrah']","['Kl Rahul', 'Mayank Agarwal', 'Nicholas Pooran', 'Glenn Maxwell', 'Karun Nair', 'Sarfaraz Khan', 'Krishnappa Gowtham', 'Jimmy Neesham', 'Mohammad Shami', 'Sheldon Cottrell', 'Ravi Bishnoi']",3.2272303772438384,2.294682076196703
,2020-10-02,2020,Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,,AK Chaudhary,PR Reiffel,"['David Warner', 'Jonny Bairstow', 'Manish Pandey', 'Kane Williamson', 'Priyam Garg', 'Abdul Samad', 'Abhishek Sharma', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Khaleel Ahmed', 'T Natarajan']","['Shane Watson', 'Faf Du Plessis', 'Ambati Rayudu', 'Kedar Jadhav', 'Ms Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Sam Curran', 'Deepak Chahar', 'Piyush Chawla', 'Shardul Thakur']",2.9069988638635484,2.7021552259870187
,2020-10-03,2020,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,Kolkata Knight Riders,field,Delhi Capitals,,VA Kulkarni,RK Illingworth,"['Prithvi Shaw', 'Shikhar Dhawan', 'Shreyas Iyer', 'Rishabh Pant', 'Shimron Hetmyer', 'Marcus Stoinis', 'Ravichandran Ashwin', 'Kagiso Rabada', 'Anrich Nortje', 'Amit Mishra', 'Harshal Patel']","['Shubman Gill', 'Sunil Narine', 'Nitish Rana', 'Dinesh Karthik', 'Rahul Tripathi', 'Eoin Morgan', 'Andre Russell', 'Pat Cummins', 'Shivam Mavi', 'Kamlesh Nagarkoti', 'Varun Chakaravarthy']",3.1146826345053937,2.630919028638494
Abu Dhabi,2020-10-03,2020,Rajasthan Royals,Royal Challengers Bangalore,Sheikh Zayed Stadium,Rajasthan Royals,bat,Royal Challengers Bangalore,,CB Gaffaney,S Ravi,"['Jos Buttler', 'Steve Smith', 'Sanju Samson', 'Robin Uthappa', 'Riyan Parag', 'Rahul Tewatia', 'Mahipal Lomror', 'Tom Curran', 'Shreyas Gopal', 'Jofra Archer', 'Jaydev Unadkat']","['Devdutt Padikkal', 'Aaron Finch', 'Virat Kohli', 'Ab De Villiers', 'Shivam Dube', 'Gurkeerat Mann Singh', 'Washington Sundar', 'Isuru Udana', 'Navdeep Saini', 'Adam Zampa', 'Yuzvendra Chahal']",2.603540938875997,2.7103989130649593
,2020-10-04,2020,Kings XI Punjab,Chennai Super Kings,Dubai International Cricket Stadium,Kings XI Punjab,bat,Chennai Super Kings,,AY Dandekar,Nitin Menon,"['Kl Rahul', 'Mayank Agarwal', 'Mandeep Singh', 'Nicholas Pooran', 'Glenn Maxwell', 'Sarfaraz Khan', 'Chris Jordan', 'Harpreet Brar', 'Ravi Bishnoi', 'Mohammad Shami', 'Sheldon Cottrell']","['Shane Watson', 'Faf Du Plessis', 'Ambati Rayudu', 'Kedar Jadhav', 'Ms Dhoni', 'Ravindra Jadeja', 'Sam Curran', 'Dwayne Bravo', 'Deepak Chahar', 'Piyush Chawla', 'Shardul Thakur']",2.3529117399850916,2.7021552259870187
,2020-10-04,2020,Mumbai Indians,Sunrisers Hyderabad,Sharjah Cricket Stadium,Mumbai Indians,bat,Mumbai Indians,,KN Ananthapadmanabhan,RK Illingworth,"['Rohit Sharma', 'Quinton De Kock', 'Suryakumar Yadav', 'Ishan Kishan', 'Hardik Pandya', 'Kieron Pollard', 'Krunal Pandya', 'James Pattinson', 'Rahul Chahar', 'Trent Boult', 'Jasprit Bumrah']","['David Warner', 'Jonny Bairstow', 'Manish Pandey', 'Kane Williamson', 'Priyam Garg', 'Abdul Samad', 'Abhishek Sharma', 'Rashid Khan', 'Sandeep Sharma', 'Siddarth Kaul', 'T Natarajan']",3.2272303772438384,2.8836108400354905
,2020-10-05,2020,Delhi Capitals,Royal Challengers Bangalore,Dubai International Cricket Stadium,Royal Challengers Bangalore,field,Delhi Capitals,,Nitin Menon,YC Barde,"['Prithvi Shaw', 'Shikhar Dhawan', 'Shreyas Iyer', 'Rishabh Pant', 'Shimron Hetmyer', 'Marcus Stoinis', 'Axar Patel', 'Ravichandran Ashwin', 'Kagiso Rabada', 'Anrich Nortje', 'Harshal Patel']","['Devdutt Padikkal', 'Aaron Finch', 'Virat Kohli', 'Ab De Villiers', 'Moeen Ali', 'Shivam Dube', 'Washington Sundar', 'Isuru Udana', 'Navdeep Saini', 'Mohammed Siraj', 'Yuzvendra Chahal']",3.201594673982684,2.759016051268372
Abu Dhabi,2020-10-06,2020,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,Mumbai Indians,bat,Mumbai Indians,,VK Sharma,S Ravi,"['Rohit Sharma', 'Quinton De Kock', 'Suryakumar Yadav', 'Ishan Kishan', 'Hardik Pandya', 'Kieron Pollard', 'Krunal Pandya', 'James Pattinson', 'Rahul Chahar', 'Trent Boult', 'Jasprit Bumrah']","['Jos Buttler', 'Steve Smith', 'Sanju Samson', 'Yashasvi Jaiswal', 'Mahipal Lomror', 'Rahul Tewatia', 'Jofra Archer', 'Tom Curran', 'Shreyas Gopal', 'Ankit Rajpoot', 'Kartik Tyagi']",3.2272303772438384,2.158520217781747
Abu Dhabi,2020-10-07,2020,Kolkata Knight Riders,Chennai Super Kings,Sheikh Zayed Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders,,KN Ananthapadmanabhan,RK Illingworth,"['Shubman Gill', 'Sunil Narine', 'Nitish Rana', 'Andre Russell', 'Dinesh Karthik', 'Eoin Morgan', 'Rahul Tripathi', 'Pat Cummins', 'Kamlesh Nagarkoti', 'Shivam Mavi', 'Varun Chakaravarthy']","['Shane Watson', 'Faf Du Plessis', 'Ambati Rayudu', 'Kedar Jadhav', 'Ms Dhoni', 'Ravindra Jadeja', 'Sam Curran', 'Dwayne Bravo', 'Karn Sharma', 'Shardul Thakur', 'Deepak Chahar']",2.630919028638494,2.6975066221915416
